studyName,"Date GMT",Island,Colony,Adults
PAL9697,1996-11-03,HUM,4.0,223
PAL9697,1996-11-03,HUM,5.0,446
PAL9697,1996-11-05,HUM,1.1,9
PAL9697,1996-11-05,HUM,1.2,42
PAL9697,1996-11-05,HUM,1.3,6
PAL9697,1996-11-05,HUM,2.1,197
PAL9697,1996-11-05,HUM,2.2,98
PAL9697,1996-11-05,HUM,4.0,216
PAL9697,1996-11-05,HUM,5.0,417
PAL9697,1996-11-07,HUM,1.1,8
PAL9697,1996-11-07,HUM,1.2,45
PAL9697,1996-11-07,HUM,1.3,6
PAL9697,1996-11-07,HUM,2.1,202
PAL9697,1996-11-07,HUM,2.2,100
PAL9697,1996-11-07,HUM,4.0,225
PAL9697,1996-11-07,HUM,5.0,474
PAL9697,1996-11-10,HUM,1.1,8
PAL9697,1996-11-10,HUM,1.2,43
PAL9697,1996-11-10,HUM,1.3,8
PAL9697,1996-11-10,HUM,2.1,205
PAL9697,1996-11-10,HUM,2.2,103
PAL9697,1996-11-10,HUM,4.0,233
PAL9697,1996-11-10,HUM,5.0,480
PAL9697,1996-11-12,HUM,1.1,10
PAL9697,1996-11-12,HUM,1.2,44
PAL9697,1996-11-12,HUM,1.3,12
PAL9697,1996-11-12,HUM,2.1,195
PAL9697,1996-11-12,HUM,2.2,93
PAL9697,1996-11-12,HUM,4.0,225
PAL9697,1996-11-12,HUM,5.0,489
PAL9697,1996-11-14,HUM,1.1,8
PAL9697,1996-11-14,HUM,1.2,42
PAL9697,1996-11-14,HUM,1.3,9
PAL9697,1996-11-14,HUM,2.1,182
PAL9697,1996-11-14,HUM,2.2,88
PAL9697,1996-11-14,HUM,4.0,212
PAL9697,1996-11-14,HUM,5.0,457
PAL9697,1996-11-16,HUM,1.1,4
PAL9697,1996-11-16,HUM,1.2,36
PAL9697,1996-11-16,HUM,1.3,6
PAL9697,1996-11-16,HUM,2.1,152
PAL9697,1996-11-16,HUM,2.2,79
PAL9697,1996-11-16,HUM,4.0,189
PAL9697,1996-11-16,HUM,5.0,409
PAL9697,1996-11-19,HUM,1.1,5
PAL9697,1996-11-19,HUM,1.2,26
PAL9697,1996-11-19,HUM,1.3,5
PAL9697,1996-11-19,HUM,2.1,126
PAL9697,1996-11-19,HUM,2.2,66
PAL9697,1996-11-19,HUM,4.0,154
PAL9697,1996-11-19,HUM,5.0,299
PAL9697,1996-11-24,HUM,1.1,0
PAL9697,1996-11-24,HUM,1.2,19
PAL9697,1996-11-24,HUM,1.3,4
PAL9697,1996-11-24,HUM,2.1,143
PAL9697,1996-11-24,HUM,2.2,57
PAL9697,1996-11-24,HUM,4.0,132
PAL9697,1996-11-24,HUM,5.0,332
PAL9697,1996-11-29,HUM,1.2,14
PAL9697,1996-11-29,HUM,1.3,5
PAL9697,1996-11-29,HUM,2.1,104
PAL9697,1996-11-29,HUM,2.2,55
PAL9697,1996-11-29,HUM,4.0,113
PAL9697,1996-11-29,HUM,5.0,257
PAL9697,1996-12-04,HUM,1.1,0
PAL9697,1996-12-04,HUM,1.2,8
PAL9697,1996-12-04,HUM,1.3,3
PAL9697,1996-12-04,HUM,2.1,101
PAL9697,1996-12-04,HUM,2.2,58
PAL9697,1996-12-04,HUM,4.0,124
PAL9697,1996-12-04,HUM,5.0,258
PAL9697,1996-12-09,HUM,1.1,0
PAL9697,1996-12-09,HUM,1.2,7
PAL9697,1996-12-09,HUM,1.3,3
PAL9697,1996-12-09,HUM,2.1,110
PAL9697,1996-12-09,HUM,2.2,62
PAL9697,1996-12-09,HUM,4.0,136
PAL9697,1996-12-09,HUM,5.0,282
PAL9697,1996-12-14,HUM,1.1,0
PAL9697,1996-12-14,HUM,1.2,6
PAL9697,1996-12-14,HUM,1.3,2
PAL9697,1996-12-14,HUM,2.1,100
PAL9697,1996-12-14,HUM,2.2,69
PAL9697,1996-12-14,HUM,4.0,123
PAL9697,1996-12-14,HUM,5.0,294
PAL9697,1996-12-19,HUM,1.1,0
PAL9697,1996-12-19,HUM,1.2,6
PAL9697,1996-12-19,HUM,1.3,1
PAL9697,1996-12-19,HUM,2.1,132
PAL9697,1996-12-19,HUM,2.2,65
PAL9697,1996-12-19,HUM,4.0,119
PAL9697,1996-12-19,HUM,5.0,349
PAL9697,1996-12-25,HUM,1.1,0
PAL9697,1996-12-25,HUM,1.2,5
PAL9697,1996-12-25,HUM,1.3,0
PAL9697,1996-12-25,HUM,2.1,132
PAL9697,1996-12-25,HUM,2.2,70
PAL9697,1996-12-25,HUM,4.0,147
PAL9697,1996-12-25,HUM,5.0,279
PAL9697,1996-12-30,HUM,1.1,0
PAL9697,1996-12-30,HUM,1.2,9
PAL9697,1996-12-30,HUM,1.3,0
PAL9697,1996-12-30,HUM,2.1,139
PAL9697,1996-12-30,HUM,2.2,63
PAL9697,1996-12-30,HUM,4.0,147
PAL9697,1996-12-30,HUM,5.0,329
PAL9697,1997-01-04,HUM,1.1,0
PAL9697,1997-01-04,HUM,1.2,9
PAL9697,1997-01-04,HUM,1.3,0
PAL9697,1997-01-04,HUM,2.1,136
PAL9697,1997-01-04,HUM,2.2,60
PAL9697,1997-01-04,HUM,4.0,127
PAL9697,1997-01-04,HUM,5.0,342
PAL9697,1997-01-09,HUM,1.1,0
PAL9697,1997-01-09,HUM,1.2,12
PAL9697,1997-01-09,HUM,1.3,0
PAL9697,1997-01-09,HUM,2.1,134
PAL9697,1997-01-09,HUM,2.2,63
PAL9697,1997-01-09,HUM,4.0,193
PAL9697,1997-01-09,HUM,5.0,311
PAL9697,1997-01-15,HUM,1.2,9
PAL9697,1997-01-15,HUM,2.1,120
PAL9697,1997-01-15,HUM,2.2,70
PAL9697,1997-01-15,HUM,4.0,144
PAL9697,1997-01-15,HUM,5.0,308
PAL9697,1997-01-20,HUM,1.1,0
PAL9697,1997-01-20,HUM,1.2,4
PAL9697,1997-01-20,HUM,1.3,0
PAL9697,1997-01-20,HUM,2.1,97
PAL9697,1997-01-20,HUM,2.2,39
PAL9697,1997-01-20,HUM,4.0,134
PAL9697,1997-01-20,HUM,5.0,252
PAL9697,1997-01-30,HUM,1.1,0
PAL9697,1997-01-30,HUM,1.2,0
PAL9697,1997-01-30,HUM,1.3,0
PAL9697,1997-01-30,HUM,2.1,0
PAL9697,1997-01-30,HUM,2.2,0
PAL9697,1997-01-30,HUM,4.0,24
PAL9697,1997-01-30,HUM,5.0,29
PAL9697,1997-02-04,HUM,1.1,0
PAL9697,1997-02-04,HUM,1.2,0
PAL9697,1997-02-04,HUM,1.3,0
PAL9697,1997-02-04,HUM,2.1,0
PAL9697,1997-02-04,HUM,2.2,0
PAL9697,1997-02-04,HUM,4.0,7
PAL9697,1997-02-04,HUM,5.0,25
PAL9798,1997-10-09,HUM,1.1,0
PAL9798,1997-10-09,HUM,1.2,0
PAL9798,1997-10-09,HUM,1.3,0
PAL9798,1997-10-09,HUM,2.1,4
PAL9798,1997-10-09,HUM,2.2,1
PAL9798,1997-10-09,HUM,4.0,8
PAL9798,1997-10-09,HUM,5.0,22
PAL9798,1997-10-12,HUM,1.1,0
PAL9798,1997-10-12,HUM,1.2,0
PAL9798,1997-10-12,HUM,1.3,0
PAL9798,1997-10-12,HUM,2.1,34
PAL9798,1997-10-12,HUM,2.2,20
PAL9798,1997-10-12,HUM,4.0,33
PAL9798,1997-10-12,HUM,5.0,98
PAL9798,1997-10-21,HUM,1.1,0
PAL9798,1997-10-21,HUM,1.2,16
PAL9798,1997-10-21,HUM,1.3,0
PAL9798,1997-10-21,HUM,2.1,169
PAL9798,1997-10-21,HUM,2.2,92
PAL9798,1997-10-21,HUM,4.0,179
PAL9798,1997-10-21,HUM,5.0,347
PAL9798,1997-11-19,HUM,1.1,12
PAL9798,1997-11-19,HUM,1.2,38
PAL9798,1997-11-19,HUM,1.3,0
PAL9798,1997-11-19,HUM,2.1,192
PAL9798,1997-11-19,HUM,2.2,88
PAL9798,1997-11-19,HUM,4.0,218
PAL9798,1997-11-19,HUM,5.0,452
PAL9798,1997-11-21,HUM,1.1,4
PAL9798,1997-11-21,HUM,1.2,29
PAL9798,1997-11-21,HUM,1.3,0
PAL9798,1997-11-21,HUM,2.1,196
PAL9798,1997-11-21,HUM,2.2,91
PAL9798,1997-11-21,HUM,4.0,175
PAL9798,1997-11-21,HUM,5.0,406
PAL9798,1997-11-26,HUM,1.1,3
PAL9798,1997-11-26,HUM,1.2,18
PAL9798,1997-11-26,HUM,1.3,0
PAL9798,1997-11-26,HUM,2.1,146
PAL9798,1997-11-26,HUM,2.2,59
PAL9798,1997-11-26,HUM,4.0,138
PAL9798,1997-11-26,HUM,5.0,288
PAL9798,1997-11-28,HUM,1.1,3
PAL9798,1997-11-28,HUM,1.2,18
PAL9798,1997-11-28,HUM,2.1,136
PAL9798,1997-11-28,HUM,2.2,60
PAL9798,1997-11-28,HUM,4.0,131
PAL9798,1997-11-28,HUM,5.0,289
PAL9798,1997-11-30,HUM,1.1,3
PAL9798,1997-11-30,HUM,1.2,14
PAL9798,1997-11-30,HUM,1.3,0
PAL9798,1997-11-30,HUM,2.1,130
PAL9798,1997-11-30,HUM,2.2,55
PAL9798,1997-11-30,HUM,4.0,125
PAL9798,1997-11-30,HUM,5.0,257
PAL9798,1997-12-02,HUM,1.1,0
PAL9798,1997-12-02,HUM,1.2,13
PAL9798,1997-12-02,HUM,2.1,117
PAL9798,1997-12-02,HUM,2.2,56
PAL9798,1997-12-02,HUM,4.0,117
PAL9798,1997-12-02,HUM,5.0,278
PAL9798,1997-12-04,HUM,1.2,10
PAL9798,1997-12-04,HUM,2.1,122
PAL9798,1997-12-04,HUM,2.2,55
PAL9798,1997-12-04,HUM,4.0,120
PAL9798,1997-12-04,HUM,5.0,265
PAL9798,1997-12-06,HUM,1.1,0
PAL9798,1997-12-06,HUM,1.2,6
PAL9798,1997-12-06,HUM,2.1,123
PAL9798,1997-12-06,HUM,2.2,55
PAL9798,1997-12-06,HUM,4.0,116
PAL9798,1997-12-06,HUM,5.0,255
PAL9798,1997-12-08,HUM,1.1,0
PAL9798,1997-12-08,HUM,1.2,5
PAL9798,1997-12-08,HUM,1.3,0
PAL9798,1997-12-08,HUM,2.1,119
PAL9798,1997-12-08,HUM,2.2,51
PAL9798,1997-12-08,HUM,4.0,119
PAL9798,1997-12-08,HUM,5.0,258
PAL9798,1997-12-10,HUM,1.1,0
PAL9798,1997-12-10,HUM,1.2,3
PAL9798,1997-12-10,HUM,1.3,0
PAL9798,1997-12-10,HUM,2.1,119
PAL9798,1997-12-10,HUM,2.2,57
PAL9798,1997-12-10,HUM,4.0,124
PAL9798,1997-12-10,HUM,5.0,240
PAL9798,1997-12-12,HUM,1.1,0
PAL9798,1997-12-12,HUM,1.2,1
PAL9798,1997-12-12,HUM,1.3,0
PAL9798,1997-12-12,HUM,2.1,115
PAL9798,1997-12-12,HUM,2.2,62
PAL9798,1997-12-12,HUM,4.0,115
PAL9798,1997-12-12,HUM,5.0,257
PAL9798,1997-12-17,HUM,1.1,0
PAL9798,1997-12-17,HUM,1.2,0
PAL9798,1997-12-17,HUM,1.3,0
PAL9798,1997-12-17,HUM,2.1,140
PAL9798,1997-12-17,HUM,2.2,62
PAL9798,1997-12-17,HUM,4.0,123
PAL9798,1997-12-17,HUM,5.0,269
PAL9798,1997-12-22,HUM,2.1,145
PAL9798,1997-12-22,HUM,2.2,67
PAL9798,1997-12-22,HUM,4.0,134
PAL9798,1997-12-22,HUM,5.0,290
PAL9798,1997-12-27,HUM,2.1,155
PAL9798,1997-12-27,HUM,2.2,78
PAL9798,1997-12-27,HUM,4.0,145
PAL9798,1997-12-27,HUM,5.0,346
PAL9798,1998-01-01,HUM,2.1,158
PAL9798,1998-01-01,HUM,2.2,66
PAL9798,1998-01-01,HUM,4.0,128
PAL9798,1998-01-01,HUM,5.0,300
PAL9798,1998-01-06,HUM,1.1,0
PAL9798,1998-01-06,HUM,1.2,0
PAL9798,1998-01-06,HUM,1.3,0
PAL9798,1998-01-06,HUM,2.1,146
PAL9798,1998-01-06,HUM,2.2,73
PAL9798,1998-01-06,HUM,4.0,131
PAL9798,1998-01-06,HUM,5.0,293
PAL9798,1998-01-11,HUM,2.1,143
PAL9798,1998-01-11,HUM,2.2,76
PAL9798,1998-01-11,HUM,4.0,144
PAL9798,1998-01-11,HUM,5.0,329
PAL9798,1998-01-16,HUM,2.1,0
PAL9798,1998-01-16,HUM,2.2,0
PAL9798,1998-01-16,HUM,4.0,0
PAL9798,1998-01-16,HUM,5.0,288
PAL9798,1998-01-21,HUM,2.1,96
PAL9798,1998-01-21,HUM,2.2,58
PAL9798,1998-01-21,HUM,4.0,109
PAL9798,1998-01-21,HUM,5.0,220
PAL9798,1998-01-28,HUM,2.2,28
PAL9798,1998-01-28,HUM,4.0,79
PAL9798,1998-01-28,HUM,5.0,160
PAL9798,1998-02-02,HUM,2.2,26
PAL9798,1998-02-02,HUM,4.0,48
PAL9798,1998-02-02,HUM,5.0,90
PAL9798,1998-02-07,HUM,2.1,13
PAL9798,1998-02-07,HUM,2.2,2
PAL9798,1998-02-07,HUM,4.0,12
PAL9798,1998-02-07,HUM,5.0,29
PAL9899,1998-10-06,HUM,1.1,0
PAL9899,1998-10-06,HUM,1.2,0
PAL9899,1998-10-06,HUM,1.3,0
PAL9899,1998-10-06,HUM,2.1,0
PAL9899,1998-10-06,HUM,2.2,0
PAL9899,1998-10-06,HUM,4.0,0
PAL9899,1998-10-06,HUM,5.0,0
PAL9899,1998-10-14,HUM,1.1,0
PAL9899,1998-10-14,HUM,1.2,0
PAL9899,1998-10-14,HUM,1.3,0
PAL9899,1998-10-14,HUM,2.1,0
PAL9899,1998-10-14,HUM,2.2,0
PAL9899,1998-10-14,HUM,4.0,0
PAL9899,1998-10-14,HUM,5.0,0
PAL9899,1998-10-16,HUM,1.1,0
PAL9899,1998-10-16,HUM,1.2,0
PAL9899,1998-10-16,HUM,1.3,0
PAL9899,1998-10-16,HUM,2.1,3
PAL9899,1998-10-16,HUM,2.2,8
PAL9899,1998-10-16,HUM,4.0,4
PAL9899,1998-10-16,HUM,5.0,7
PAL9899,1998-10-20,HUM,1.1,0
PAL9899,1998-10-20,HUM,1.2,0
PAL9899,1998-10-20,HUM,1.3,0
PAL9899,1998-10-20,HUM,2.1,56
PAL9899,1998-10-20,HUM,2.2,40
PAL9899,1998-10-20,HUM,4.0,75
PAL9899,1998-10-20,HUM,5.0,131
PAL9899,1998-10-22,HUM,1.1,0
PAL9899,1998-10-22,HUM,1.2,0
PAL9899,1998-10-22,HUM,1.3,0
PAL9899,1998-10-22,HUM,2.1,92
PAL9899,1998-10-22,HUM,2.2,49
PAL9899,1998-10-22,HUM,4.0,107
PAL9899,1998-10-22,HUM,5.0,200
PAL9899,1998-10-25,HUM,1.1,0
PAL9899,1998-10-25,HUM,1.2,0
PAL9899,1998-10-25,HUM,1.3,0
PAL9899,1998-10-25,HUM,2.1,146
PAL9899,1998-10-25,HUM,2.2,84
PAL9899,1998-10-25,HUM,4.0,155
PAL9899,1998-10-25,HUM,5.0,309
PAL9899,1998-11-03,HUM,2.1,220
PAL9899,1998-11-03,HUM,2.2,108
PAL9899,1998-11-03,HUM,4.0,183
PAL9899,1998-11-03,HUM,5.0,433
PAL9899,1998-11-16,HUM,2.1,156
PAL9899,1998-11-16,HUM,2.2,76
PAL9899,1998-11-16,HUM,4.0,135
PAL9899,1998-11-16,HUM,5.0,312
PAL9899,1998-11-22,HUM,2.1,114
PAL9899,1998-11-22,HUM,2.2,56
PAL9899,1998-11-22,HUM,4.0,97
PAL9899,1998-11-22,HUM,5.0,253
PAL9899,1998-11-27,HUM,2.1,108
PAL9899,1998-11-27,HUM,2.2,62
PAL9899,1998-11-27,HUM,4.0,99
PAL9899,1998-11-27,HUM,5.0,219
PAL9899,1998-12-16,HUM,2.1,115
PAL9899,1998-12-16,HUM,2.2,61
PAL9899,1998-12-16,HUM,4.0,100
PAL9899,1998-12-16,HUM,5.0,215
PAL9899,1998-12-21,HUM,2.1,131
PAL9899,1998-12-21,HUM,2.2,64
PAL9899,1998-12-21,HUM,4.0,100
PAL9899,1998-12-21,HUM,5.0,221
PAL9899,1998-12-26,HUM,2.1,142
PAL9899,1998-12-26,HUM,2.2,72
PAL9899,1998-12-26,HUM,4.0,114
PAL9899,1998-12-26,HUM,5.0,237
PAL9899,1998-12-31,HUM,2.1,154
PAL9899,1998-12-31,HUM,2.2,72
PAL9899,1998-12-31,HUM,4.0,146
PAL9899,1998-12-31,HUM,5.0,290
PAL9899,1999-01-05,HUM,2.1,129
PAL9899,1999-01-05,HUM,2.2,71
PAL9899,1999-01-05,HUM,4.0,125
PAL9899,1999-01-05,HUM,5.0,280
PAL9899,1999-01-10,HUM,2.1,123
PAL9899,1999-01-10,HUM,2.2,58
PAL9899,1999-01-10,HUM,4.0,114
PAL9899,1999-01-10,HUM,5.0,253
PAL9899,1999-01-15,HUM,2.1,75
PAL9899,1999-01-15,HUM,2.2,51
PAL9899,1999-01-15,HUM,4.0,94
PAL9899,1999-01-15,HUM,5.0,199
PAL9899,1999-01-20,HUM,2.1,72
PAL9899,1999-01-20,HUM,2.2,42
PAL9899,1999-01-20,HUM,4.0,65
PAL9899,1999-01-20,HUM,5.0,147
PAL9899,1999-01-24,HUM,2.1,36
PAL9899,1999-01-24,HUM,2.2,22
PAL9899,1999-01-24,HUM,4.0,46
PAL9899,1999-01-24,HUM,5.0,72
PAL9899,1999-01-29,HUM,2.1,7
PAL9899,1999-01-29,HUM,2.2,10
PAL9899,1999-01-29,HUM,4.0,18
PAL9899,1999-01-29,HUM,5.0,19
PAL9899,1999-02-04,HUM,2.1,6
PAL9899,1999-02-04,HUM,2.2,4
PAL9899,1999-02-04,HUM,4.0,0
PAL9899,1999-02-04,HUM,5.0,19
PAL9899,1999-02-04,HUM,5.0,19
PAL9899,1999-02-08,HUM,2.1,1
PAL9899,1999-02-08,HUM,2.2,1
PAL9899,1999-02-08,HUM,4.0,0
PAL9899,1999-02-08,HUM,5.0,0
PAL9899,1999-02-14,HUM,2.1,0
PAL9899,1999-02-14,HUM,2.2,0
PAL9899,1999-02-14,HUM,4.0,0
PAL9899,1999-02-14,HUM,5.0,1
PAL9900,1999-11-17,HUM,1.1,0
PAL9900,1999-11-17,HUM,1.2,0
PAL9900,1999-11-17,HUM,1.3,0
PAL9900,1999-11-17,HUM,2.1,130
PAL9900,1999-11-17,HUM,2.2,87
PAL9900,1999-11-17,HUM,4.0,147
PAL9900,1999-11-17,HUM,5.0,328
PAL9900,1999-11-24,HUM,1.1,0
PAL9900,1999-11-24,HUM,1.2,0
PAL9900,1999-11-24,HUM,1.3,0
PAL9900,1999-11-24,HUM,2.1,106
PAL9900,1999-11-24,HUM,2.2,66
PAL9900,1999-11-24,HUM,4.0,111
PAL9900,1999-11-24,HUM,5.0,216
PAL9900,1999-11-28,HUM,1.1,0
PAL9900,1999-11-28,HUM,1.2,0
PAL9900,1999-11-28,HUM,1.3,0
PAL9900,1999-11-28,HUM,2.1,98
PAL9900,1999-11-28,HUM,2.2,48
PAL9900,1999-11-28,HUM,4.0,100
PAL9900,1999-11-28,HUM,5.0,216
PAL9900,1999-12-03,HUM,1.1,0
PAL9900,1999-12-03,HUM,1.2,0
PAL9900,1999-12-03,HUM,1.3,0
PAL9900,1999-12-03,HUM,2.1,88
PAL9900,1999-12-03,HUM,2.2,52
PAL9900,1999-12-03,HUM,4.0,93
PAL9900,1999-12-03,HUM,5.0,173
PAL9900,1999-12-13,HUM,1.1,0
PAL9900,1999-12-13,HUM,1.2,0
PAL9900,1999-12-13,HUM,1.3,0
PAL9900,1999-12-13,HUM,2.1,89
PAL9900,1999-12-13,HUM,2.2,50
PAL9900,1999-12-13,HUM,4.0,73
PAL9900,1999-12-13,HUM,5.0,164
PAL9900,1999-12-18,HUM,1.1,0
PAL9900,1999-12-18,HUM,1.2,0
PAL9900,1999-12-18,HUM,1.3,0
PAL9900,1999-12-18,HUM,2.1,102
PAL9900,1999-12-18,HUM,2.2,52
PAL9900,1999-12-18,HUM,4.0,91
PAL9900,1999-12-18,HUM,5.0,189
PAL9900,1999-12-22,HUM,1.1,0
PAL9900,1999-12-22,HUM,1.2,0
PAL9900,1999-12-22,HUM,1.3,0
PAL9900,1999-12-22,HUM,2.1,124
PAL9900,1999-12-22,HUM,2.2,62
PAL9900,1999-12-22,HUM,4.0,109
PAL9900,1999-12-22,HUM,5.0,199
PAL9900,1999-12-29,HUM,1.1,0
PAL9900,1999-12-29,HUM,1.2,0
PAL9900,1999-12-29,HUM,1.3,0
PAL9900,1999-12-29,HUM,2.1,112
PAL9900,1999-12-29,HUM,2.2,64
PAL9900,1999-12-29,HUM,4.0,120
PAL9900,1999-12-29,HUM,5.0,229
PAL9900,2000-01-03,HUM,1.1,0
PAL9900,2000-01-03,HUM,1.2,0
PAL9900,2000-01-03,HUM,1.3,0
PAL9900,2000-01-03,HUM,2.1,118
PAL9900,2000-01-03,HUM,2.2,57
PAL9900,2000-01-03,HUM,4.0,103
PAL9900,2000-01-03,HUM,5.0,249
PAL9900,2000-01-09,HUM,2.1,107
PAL9900,2000-01-09,HUM,2.2,67
PAL9900,2000-01-09,HUM,4.0,103
PAL9900,2000-01-09,HUM,5.0,244
PAL9900,2000-01-15,HUM,1.1,0
PAL9900,2000-01-15,HUM,1.2,0
PAL9900,2000-01-15,HUM,1.3,0
PAL9900,2000-01-15,HUM,2.1,88
PAL9900,2000-01-15,HUM,2.2,47
PAL9900,2000-01-15,HUM,4.0,101
PAL9900,2000-01-15,HUM,5.0,216
PAL9900,2000-01-20,HUM,2.1,102
PAL9900,2000-01-20,HUM,2.2,51
PAL9900,2000-01-20,HUM,4.0,108
PAL9900,2000-01-20,HUM,5.0,217
PAL9900,2000-02-01,HUM,2.1,15
PAL9900,2000-02-01,HUM,2.2,6
PAL9900,2000-02-01,HUM,4.0,20
PAL9900,2000-02-01,HUM,5.0,62
PAL9900,2000-02-05,HUM,2.1,5
PAL9900,2000-02-05,HUM,2.2,3
PAL9900,2000-02-05,HUM,4.0,4
PAL9900,2000-02-05,HUM,5.0,12
PAL9900,2000-02-11,HUM,2.1,0
PAL9900,2000-02-11,HUM,2.2,0
PAL9900,2000-02-11,HUM,4.0,0
PAL9900,2000-02-11,HUM,5.0,0
PAL9900,2000-02-15,HUM,2.1,0
PAL9900,2000-02-15,HUM,2.2,0
PAL9900,2000-02-15,HUM,4.0,0
PAL9900,2000-02-15,HUM,5.0,1
PAL0001,2000-10-24,HUM,1.1,0
PAL0001,2000-10-24,HUM,1.2,0
PAL0001,2000-10-24,HUM,1.3,0
PAL0001,2000-10-24,HUM,2.1,143
PAL0001,2000-10-24,HUM,2.2,86
PAL0001,2000-10-24,HUM,4.0,136
PAL0001,2000-10-24,HUM,5.0,292
PAL0001,2000-11-04,HUM,1.1,0
PAL0001,2000-11-04,HUM,1.2,0
PAL0001,2000-11-04,HUM,1.3,0
PAL0001,2000-11-04,HUM,2.1,184
PAL0001,2000-11-04,HUM,2.2,100
PAL0001,2000-11-04,HUM,4.0,168
PAL0001,2000-11-04,HUM,5.0,366
PAL0001,2000-11-06,HUM,2.1,180
PAL0001,2000-11-06,HUM,2.2,103
PAL0001,2000-11-06,HUM,4.0,164
PAL0001,2000-11-06,HUM,5.0,362
PAL0001,2000-11-08,HUM,1.1,0
PAL0001,2000-11-08,HUM,1.2,0
PAL0001,2000-11-08,HUM,1.3,0
PAL0001,2000-11-08,HUM,2.1,180
PAL0001,2000-11-08,HUM,2.2,108
PAL0001,2000-11-08,HUM,4.0,168
PAL0001,2000-11-08,HUM,5.0,362
PAL0001,2000-11-10,HUM,1.1,0
PAL0001,2000-11-10,HUM,1.2,0
PAL0001,2000-11-10,HUM,1.3,0
PAL0001,2000-11-10,HUM,2.1,175
PAL0001,2000-11-10,HUM,2.2,108
PAL0001,2000-11-10,HUM,4.0,167
PAL0001,2000-11-10,HUM,5.0,360
PAL0001,2000-11-13,HUM,1.1,0
PAL0001,2000-11-13,HUM,1.2,0
PAL0001,2000-11-13,HUM,1.3,0
PAL0001,2000-11-13,HUM,2.1,147
PAL0001,2000-11-13,HUM,2.2,87
PAL0001,2000-11-13,HUM,4.0,163
PAL0001,2000-11-13,HUM,5.0,336
PAL0001,2000-11-15,HUM,2.1,122
PAL0001,2000-11-15,HUM,2.2,82
PAL0001,2000-11-15,HUM,4.0,142
PAL0001,2000-11-15,HUM,5.0,289
PAL0001,2000-11-19,HUM,2.1,104
PAL0001,2000-11-19,HUM,2.2,61
PAL0001,2000-11-19,HUM,4.0,95
PAL0001,2000-11-19,HUM,5.0,212
PAL0001,2000-11-21,HUM,2.1,107
PAL0001,2000-11-21,HUM,2.2,68
PAL0001,2000-11-21,HUM,4.0,98
PAL0001,2000-11-21,HUM,5.0,206
PAL0001,2000-11-24,HUM,2.1,88
PAL0001,2000-11-24,HUM,2.2,58
PAL0001,2000-11-24,HUM,4.0,91
PAL0001,2000-11-24,HUM,5.0,198
PAL0001,2000-11-26,HUM,2.1,97
PAL0001,2000-11-26,HUM,2.2,59
PAL0001,2000-11-26,HUM,4.0,96
PAL0001,2000-11-26,HUM,5.0,202
PAL0001,2000-11-28,HUM,2.1,100
PAL0001,2000-11-28,HUM,2.2,56
PAL0001,2000-11-28,HUM,4.0,92
PAL0001,2000-11-28,HUM,5.0,194
PAL0001,2000-11-30,HUM,2.1,99
PAL0001,2000-11-30,HUM,2.2,55
PAL0001,2000-11-30,HUM,4.0,88
PAL0001,2000-11-30,HUM,5.0,185
PAL0001,2000-12-02,HUM,2.1,107
PAL0001,2000-12-02,HUM,2.2,59
PAL0001,2000-12-02,HUM,4.0,88
PAL0001,2000-12-02,HUM,5.0,187
PAL0001,2000-12-05,HUM,2.1,92
PAL0001,2000-12-05,HUM,2.2,60
PAL0001,2000-12-05,HUM,4.0,89
PAL0001,2000-12-05,HUM,5.0,181
PAL0001,2000-12-07,HUM,2.1,107
PAL0001,2000-12-07,HUM,2.2,58
PAL0001,2000-12-07,HUM,4.0,89
PAL0001,2000-12-07,HUM,5.0,203
PAL0001,2000-12-09,HUM,2.1,99
PAL0001,2000-12-09,HUM,2.2,56
PAL0001,2000-12-09,HUM,4.0,89
PAL0001,2000-12-09,HUM,5.0,197
PAL0001,2000-12-11,HUM,2.1,96
PAL0001,2000-12-11,HUM,2.2,56
PAL0001,2000-12-11,HUM,4.0,89
PAL0001,2000-12-11,HUM,5.0,192
PAL0001,2000-12-13,HUM,2.1,122
PAL0001,2000-12-13,HUM,2.2,75
PAL0001,2000-12-13,HUM,4.0,123
PAL0001,2000-12-13,HUM,5.0,219
PAL0001,2000-12-18,HUM,2.1,107
PAL0001,2000-12-18,HUM,2.2,58
PAL0001,2000-12-18,HUM,4.0,89
PAL0001,2000-12-18,HUM,5.0,202
PAL0001,2000-12-18,HUM,5.0,202
PAL0001,2000-12-23,HUM,2.1,106
PAL0001,2000-12-23,HUM,2.2,64
PAL0001,2000-12-23,HUM,4.0,104
PAL0001,2000-12-23,HUM,5.0,202
PAL0001,2000-12-28,HUM,2.1,109
PAL0001,2000-12-28,HUM,2.2,69
PAL0001,2000-12-28,HUM,4.0,103
PAL0001,2000-12-28,HUM,5.0,221
PAL0001,2001-01-02,HUM,2.1,114
PAL0001,2001-01-02,HUM,2.2,58
PAL0001,2001-01-02,HUM,4.0,91
PAL0001,2001-01-02,HUM,5.0,203
PAL0001,2001-01-07,HUM,2.1,103
PAL0001,2001-01-07,HUM,2.2,61
PAL0001,2001-01-07,HUM,4.0,88
PAL0001,2001-01-07,HUM,5.0,210
PAL0001,2001-01-12,HUM,2.1,96
PAL0001,2001-01-12,HUM,2.2,61
PAL0001,2001-01-12,HUM,4.0,88
